Date/Time,Interface - In Utilization (%),Interface - Out Utilization (%),Interface Discards - In (%),Interface Discards - Out (%),Interface Discards - In (pkt),Interface Discards - Out (pkt),Interface Errors - In (%),Interface Errors - Out (%),Interface Errors - In (pkt),Interface Errors - Out (pkt),Interface - In (bps),Interface - Out (bps),Interface - In (MB),Interface - Out (MB),Interface - In (pkt),Interface - Out (pkt),Interface - In (pkt/sec),Interface - Out (pkt/sec)
1/1/2016 4:15,1.16,22.04,0,0.02,0,2041,0,0,0,0,7243577,137070160,809.47,15317.591,5250807,10701154,5873.386,11969.971
1/1/2016 4:30,1.04,28.01,0,0,0,95,0,0,0,0,6473716,174221878,720.201,19382.184,4345790,10389234,4882.91,11673.297
1/1/2016 4:45,1.12,41.01,0,0.22,0,29965,0,0,0,0,6985060,255083664,797.17,29111.423,5660293,13635673,6199.664,14935.02
1/1/2016 5:00,1.49,31.76,0,0,0,0,0,0,0,0,9262041,197573853,1047.768,22350.541,8295709,16924820,9166.529,18701.459
1/1/2016 5:15,2,86.94,0,0.69,0,182035,0,0,0,0,12459850,540740234,1392.388,60427.719,13289694,26172138,14865.43,29275.322
1/1/2016 5:30,1.58,80.88,0,0.46,0,88052,0,0,0,0,9824013,503044342,1122.393,57472.815,8911516,19210524,9750.018,21018.08
1/1/2016 5:45,1.13,30.18,0,0.08,0,8735,0,0,0,0,7051732,187701248,777.453,20694.063,4805128,10398414,5447.991,11789.585
1/1/2016 6:00,0.88,8.39,0,0,0,0,0,0,0,0,5477127,52183712,637.401,6072.88,2459184,5039880,2641.444,5413.405
1/1/2016 6:15,1.75,42.3,0,0.01,0,2204,0,0,0,0,10912073,263129486,1233.064,29733.63,10280472,21020242,11372.203,23252.48
1/1/2016 6:30,1.72,40.66,0,0,0,715,0,0,0,0,10687306,252880157,1194.306,28259.359,9779825,19715012,10939.401,22052.586
1/1/2016 6:45,2,57.55,0,0.04,0,9026,0,0,0,0,12441585,357965302,1401.234,40315.843,12288607,25547152,13638.854,28354.221
1/1/2016 7:00,0.93,11.01,0,0,0,0,0,0,0,0,5815657,68499886,662.258,7800.424,2615128,6170792,2870.613,6773.646
1/1/2016 7:15,1.4,49.17,0,0.02,0,3436,0,0,0,0,8689015,305846405,963.395,33910.718,7490426,16257877,8444.674,18329.061
1/1/2016 7:30,1.37,39.83,0,0,0,276,0,0,0,0,8515002,247768799,965.388,28090.788,6767011,15360288,7460.872,16935.268
1/1/2016 7:45,1.64,65.12,0,0.14,0,27366,0,0,0,0,10175751,405055511,1143.5,45518.115,10028483,19629498,11155.153,21834.814
1/1/2016 8:00,1.15,23.58,0,0,0,0,0,0,0,0,7145141,146675446,814.546,16721.001,5533319,12261991,6067.236,13445.166
1/1/2016 8:15,1.41,29.09,0,0,0,258,0,0,0,0,8782407,180962036,977.043,20132.026,6619494,14393813,7437.634,16172.823
1/1/2016 8:30,1.29,25.09,0,0,0,0,0,0,0,0,8021577,156031311,898.417,17475.506,6039793,12957065,6740.84,14461.01
1/1/2016 8:45,1.29,34.39,0,0.02,0,3105,0,0,0,0,8022041,213918976,888.441,23691.528,6042816,13409093,6820.334,15134.416
1/1/2016 9:00,1,14.85,0,0,0,0,0,0,0,0,6246282,92347137,698.803,10331.337,3093863,7928681,3456.83,8858.861
1/1/2016 9:15,1.37,28.99,0,0,0,189,0,0,0,0,8492454,180304321,944.785,20058.855,6249924,13928166,7022.387,15649.625
1/1/2016 9:30,0.9,7.66,0,0,0,0,0,0,0,0,5598167,47622459,630.494,5363.48,1969451,4448720,2185.85,4937.536
1/1/2016 9:45,0.84,24.94,0,0.39,0,27208,0,0,0,0,5216347,155154739,607.052,18056.133,2277234,6967299,2446.009,7483.672
1/1/2016 10:00,0.99,6.32,0,0,0,0,0,0,0,0,6130006,39319950,686.561,4403.835,1783309,3938221,1990.3,4395.336
1/1/2016 10:15,0.83,7.67,0,0.05,0,1700,0,0,0,0,5181320,47702290,584.194,5378.433,1371326,3565061,1520.317,3952.396
1/1/2016 10:30,0.93,8.67,0,0,0,0,0,0,0,0,5780362,53952690,652.458,6089.91,2426923,4955760,2687.622,5488.106
1/1/2016 10:45,0.84,10.19,0,0,0,0,0,0,0,0,5220270,63408661,582.713,7077.991,1951339,4358078,2185.15,4880.267
1/1/2016 11:00,0.84,6.58,0,0,0,0,0,0,0,0,5219580,40912434,571.544,4479.911,1737152,3927997,1983.05,4484.015
1/1/2016 11:15,1.21,46.95,0,0.11,0,12916,0,0,0,0,7545189,292007050,848.834,32850.794,5015518,11784643,5572.798,13094.048
1/1/2016 11:30,1.35,32.15,0,0,0,0,0,0,0,0,8422007,199970490,942.212,22371.699,5192136,9333468,5801.269,10428.456
1/1/2016 11:45,0.93,22.05,0,0,0,0,0,0,0,0,5759168,137134918,648.626,15444.821,3575906,7950756,3968.819,8824.368
1/1/2016 12:00,0.95,12.82,0,0,0,0,0,0,0,0,5913590,79729927,691.89,9328.401,3444051,7294173,3679.542,7792.92
1/1/2016 12:15,1.02,18.03,0,0,0,0,0,0,0,0,6339125,112162415,705.228,12478.069,4068636,8674116,4571.501,9746.197
1/1/2016 12:30,1.01,18.7,0,0,0,0,0,0,0,0,6283904,116342094,711.652,13175.742,3882456,8540932,4285.271,9427.077
1/1/2016 12:45,0.94,24,0,0.01,0,982,0,0,0,0,5847422,149292786,656.373,16758.116,3283350,8614554,3656.292,9593.045
1/1/2016 13:00,1.03,11.73,0,0,0,0,0,0,0,0,6415303,72973518,727.335,8273.373,3096167,6679773,3413.635,7364.689
1/1/2016 13:15,1.21,17.96,0,0.01,0,1007,0,0,0,0,7538643,111741158,833.962,12361.366,5113181,8360873,5777.605,9447.314
1/1/2016 13:30,1.4,24.17,0,0.01,0,576,0,0,0,0,8689890,150334229,983.044,17006.559,6226012,10529498,6879.571,11634.805
1/1/2016 13:45,0.96,48.29,0,0.71,0,82357,0,0,0,0,5950444,300380646,666.45,33642.633,3155771,11483242,3522.066,12816.118
1/1/2016 14:00,0.88,7.48,0,0,0,0,0,0,0,0,5461449,46496468,605.538,5155.296,1936250,4345303,2182.92,4898.876
1/1/2016 14:15,1.01,15.05,0,0,0,0,0,0,0,0,6253358,93598473,698.031,10447.929,3057429,6778235,3423.773,7590.409
1/1/2016 14:30,0.86,13.94,0,0,0,0,0,0,0,0,5340987,86687561,596.855,9687.335,2625973,6396983,2937.33,7155.462
1/1/2016 14:45,1,28.53,0,0.19,0,15618,0,0,0,0,6237456,177436691,714.189,20316.502,2641150,8059024,2883.352,8798.062
1/1/2016 15:00,1.27,11.53,0,0,0,0,0,0,0,0,7872594,71745811,876.81,7990.69,3047196,6334681,3419.973,7109.631
1/1/2016 15:15,0.96,16.85,0,0,0,376,0,0,0,0,5955455,104778625,667.011,11735.206,3710611,8145297,4141.307,9090.733
1/1/2016 15:30,0.93,23.1,0,0,0,0,0,0,0,0,5760282,143707291,653.072,16292.815,3617245,8813027,3988.142,9716.678
1/1/2016 15:45,0.88,23.76,0,0.09,0,7432,0,0,0,0,5498912,147759109,622.064,16715.249,3362525,8192391,3715.497,9052.366
1/1/2016 16:00,0.87,12.28,0,0,0,0,0,0,0,0,5394884,76354370,598.158,8465.79,3010759,6630448,3394.317,7475.139
1/1/2016 16:15,0.91,13.33,0,0.01,0,842,0,0,0,0,5644434,82935051,639.232,9392.394,2983503,6723896,3293.05,7421.519
1/1/2016 16:30,0.88,19.27,0,0,0,0,0,0,0,0,5479432,119888290,613.011,13412.503,3038425,7818868,3394.888,8736.165
1/1/2016 16:45,0.86,27.79,0,0.13,0,11260,0,0,0,0,5355584,172862366,609.198,19663.094,3191523,8815788,3507.168,9687.679
1/1/2016 17:00,0.86,11.2,0,0,0,0,0,0,0,0,5327007,69652405,594.627,7774.95,2789555,6237791,3123.802,6985.208
1/1/2016 17:15,1.1,41.11,0,0.12,0,13833,0,0,0,0,6870124,255697540,772.889,28765.972,5064017,11161540,5626.686,12401.711
1/1/2016 17:30,1.11,41.43,0,0.03,0,3600,0,0,0,0,6891043,257695923,776.104,29023.003,4980419,11026038,5527.657,12237.556
1/1/2016 17:45,0.97,24.26,0,0.01,0,519,0,0,0,0,6025292,150912491,673.326,16864.47,3876240,8799419,4335.839,9842.751
1/1/2016 18:00,1.11,19.6,0,0,0,0,0,0,0,0,6910490,121918571,792.115,13974.916,5185362,10889960,5654.702,11875.638
1/1/2016 18:15,0.77,20.43,0,0.05,0,3087,0,0,0,0,4797570,127096375,531.331,14075.923,1996443,5998884,2253.322,6770.75
1/1/2016 18:30,1.02,30.83,0,0,0,63,0,0,0,0,6363067,191770248,713.459,21502.239,4034715,9752105,4498.01,10871.912
1/1/2016 18:45,0.92,28.46,0,0.2,0,16177,0,0,0,0,5736062,177027054,642.439,19827.03,3028106,8114488,3379.583,9056.349
1/1/2016 19:00,0.82,9.64,0,0,0,0,0,0,0,0,5104606,59948433,599.791,7043.941,2562368,5625002,2725.923,5984.045
1/1/2016 19:15,1.49,79.28,0,0.04,0,7629,0,0,0,0,9296876,493098846,1042.412,55288.709,8435300,18031848,9403.902,20102.393
1/1/2016 19:30,1.08,42.35,0,0.07,0,7990,0,0,0,0,6702026,263422241,756.491,29733.786,4924750,11466841,5453.765,12698.605
1/1/2016 19:45,1.11,35.03,0,0.23,0,22109,0,0,0,0,6910467,217868912,770.517,24292.383,5211373,9771380,5842.346,10954.462
1/1/2016 20:00,0.78,10.09,0,0,0,0,0,0,0,0,4857263,62754501,548.871,7091.259,2444083,5541135,2703.632,6129.574
1/1/2016 20:15,0.89,16.25,0,0.04,0,2822,0,0,0,0,5559301,101050018,626.811,11393.39,2950455,6827452,3271.014,7569.237
1/1/2016 20:30,0.79,13.52,0,0,0,0,0,0,0,0,4931239,84093674,558.463,9523.609,2229551,4829094,2460.873,5330.126
1/1/2016 20:45,0.73,17.12,0,0,0,204,0,0,0,0,4543958,106514290,505.515,11849.715,1722662,4514680,1935.575,5072.674
1/1/2016 21:00,0.78,6.54,0,0,0,0,0,0,0,0,4858252,40669350,551.412,4615.971,2389606,3945899,2631.725,4345.704
1/1/2016 21:15,1.29,19.21,0,0.01,0,542,0,0,0,0,8044478,119483170,907.015,13471.728,5256438,9441083,5827.537,10466.833
1/1/2016 21:30,0.9,22.84,0,0,0,47,0,0,0,0,5591680,142086731,639.548,16251.169,2941355,7010051,3214.596,7661.258
1/1/2016 21:45,1.13,27.83,0,0.07,0,5740,0,0,0,0,7004622,173099945,781.015,19300.643,4446216,8616863,4984.547,9660.16
1/1/2016 22:00,1.39,22.94,0,0,0,0,0,0,0,0,8617336,142663925,973.759,16121.025,6600891,12200364,7301.871,13495.978
1/1/2016 22:15,1.22,16.92,0,0,0,0,0,0,0,0,7597467,105244820,815.778,11300.662,4536984,8299962,5281.704,9662.354
1/1/2016 22:30,1.02,22.57,0,0,0,308,0,0,0,0,6345572,140392242,705.945,15618.637,3375899,7458534,3793.145,8380.375
1/1/2016 22:45,1.32,37.38,0,0.07,0,9135,0,0,0,0,8228982,232472763,918.56,25949.772,6783169,13820492,7595.934,15476.475
1/1/2016 23:00,1.33,22.34,0,0,0,0,0,0,0,0,8241763,138930573,977.679,16480.64,6775411,12514576,7139.527,13187.119
1/1/2016 23:15,1.55,49.08,0,0.11,0,16545,0,0,0,0,9641132,305254120,1078.602,34150.304,7560276,14976687,8447.235,16733.729
1/1/2016 23:30,1.47,52.72,0,0.07,0,10755,0,0,0,0,9151867,327901520,1030.729,36929.909,7367449,15159425,8176.969,16825.111
1/1/2016 23:45,1.13,30.08,0,0.12,0,12254,0,0,0,0,7039317,187086502,778.724,20696.443,5023982,10534049,5676.816,11902.88
1/2/2016 0:00,1.31,25.41,0,0,0,0,0,0,0,0,8139875,158027969,921.841,17896.667,7019033,13391942,7747.277,14781.393
1/2/2016 0:15,1.77,46.12,0,0.08,0,17125,0,0,0,0,11012214,286877502,1229.238,32022.7,10404237,20328212,11650.881,22763.957
1/2/2016 0:30,1.9,66.41,0,0.19,0,44688,0,0,0,0,11806016,413070221,1335.556,46728.569,11992781,23485832,13251.691,25951.195
1/2/2016 0:45,2.01,64.8,0,0.09,0,23270,0,0,0,0,12512148,403030792,1415.437,45592.859,13773139,27206758,15218.938,30062.717
1/2/2016 1:00,1.55,32.9,0,0,0,0,0,0,0,0,9615965,204628174,1079.392,22969.512,8564461,16846224,9537.262,18759.717
1/2/2016 1:15,1.89,85.11,0,0.35,0,86489,0,0,0,0,11766066,529374268,1311.916,59025.232,11029369,24759566,12364.764,27757.361
1/2/2016 1:30,2.04,74.31,0,0.04,0,11192,0,0,0,0,12706349,462229645,1431.053,52058.612,13185535,27533692,14634.334,30559.037
1/2/2016 1:45,1.6,59.98,0,0.33,0,71732,0,0,0,0,9966933,373060883,1132.493,42389.041,9816219,21429032,10798.921,23574.293
1/2/2016 2:00,1.27,25.05,0,0,0,0,0,0,0,0,7897708,155807449,925.019,18248.948,6605207,13565739,7049.314,14477.843
1/2/2016 2:15,1.38,32.57,0,0,0,510,0,0,0,0,8552891,202558411,932.265,22078.865,7180244,14573360,8234.225,16712.568
1/2/2016 2:30,1.96,49.11,0,0,0,450,0,0,0,0,12195071,305480743,1367.372,34252.03,12652258,25054444,14105.081,27931.377
1/2/2016 2:45,1.39,35.72,0,0.01,0,938,0,0,0,0,8633160,222164871,964.756,24826.923,7814167,16366831,8740.679,18307.418
1/2/2016 3:00,1.96,49.53,0,0,0,0,0,0,0,0,12220497,308081238,1341.2,33811.917,12024611,24061272,13695.457,27404.637
1/2/2016 3:15,1.93,52.68,0,0.01,0,2918,0,0,0,0,11990410,327643555,1348.921,36859.9,12311663,24435560,13679.626,27150.623
1/2/2016 3:30,2.18,66.22,0,0.01,0,2851,0,0,0,0,13565710,411913361,1517.664,46082.806,13637722,27193234,15237.678,30383.502
1/2/2016 3:45,2.02,50.17,0,0,0,658,0,0,0,0,12550110,312059906,1418.162,35262.771,13071676,24739328,14459.818,27366.512
1/2/2016 4:00,4.17,44.47,0,0.01,0,1818,0,0,0,0,25963972,276608643,3028.048,32259.484,12838749,24217916,13760.717,25957.037
1/2/2016 4:15,1.67,40.01,0,0.02,0,3612,0,0,0,0,10415344,248854324,1166.519,27871.685,10022769,19868206,11186.126,22174.338
1/2/2016 4:30,2.21,59.19,0,0.02,0,6554,0,0,0,0,13726717,368134430,1539.108,41277.075,14028802,27599132,15639.69,30768.264
1/2/2016 4:45,1.31,37.79,0,0.14,0,20491,0,0,0,0,8151486,235042816,912.966,26324.795,6902040,14218847,7703.169,15869.249
1/2/2016 5:00,1.25,20.78,0,0,0,0,0,0,0,0,7782201,129257690,876.47,14557.648,6048617,11075148,6713.227,12292.063
1/2/2016 5:15,1.68,62.19,0,0.62,0,116707,0,0,0,0,10466698,386845917,1178.812,43568.521,9793544,18660188,10869.638,20710.531
1/2/2016 5:30,1.69,84.32,0,0.69,0,158921,0,0,0,0,10513136,524479370,1185.356,59135.05,10545126,23004448,11690.827,25503.822
1/2/2016 5:45,2.04,64.76,0,0.09,0,21807,0,0,0,0,12696316,402777069,1434.684,45513.81,13092091,25497736,14482.401,28205.461
1/2/2016 6:00,1.27,21.81,0,0,0,0,0,0,0,0,7879450,135643066,888.408,15293.755,6267080,11500473,6947.982,12749.97
1/2/2016 6:15,1.55,34.01,0,0.01,0,893,0,0,0,0,9610228,211536514,1060.729,23348.343,8511021,16269328,9638.756,18425.061
1/2/2016 6:30,2.18,65.26,0,0.03,0,8337,0,0,0,0,13554241,405916107,1533.324,45919.261,12970736,26881672,14332.305,29703.506
1/2/2016 6:45,2.11,59.15,0,0.04,0,10244,0,0,0,0,13097750,367917480,1470.222,41298.739,12460906,25468172,13876.287,28360.992
1/2/2016 7:00,1.98,43.75,0,0,0,0,0,0,0,0,12300437,272139252,1383.799,30615.667,11950028,22806856,13277.809,25340.949
1/2/2016 7:15,2.14,63.58,0,0.01,0,2106,0,0,0,0,13317947,395484985,1509.922,44838.109,13307533,24849922,14672.032,27397.93
1/2/2016 7:30,1.64,38.14,0,0,0,0,0,0,0,0,10219408,237209595,1154.793,26804.685,8555614,17067916,9464.175,18880.438
1/2/2016 7:45,1.54,39.33,0,0.04,0,5379,0,0,0,0,9586136,244652405,1068.854,27278.744,8225542,15332723,9221.46,17189.15
1/2/2016 8:00,1.08,15.89,0,0,0,0,0,0,0,0,6686585,98845642,765.614,11317.826,4877355,8806052,5324.624,9613.594
1/2/2016 8:15,1.76,40.89,0,0.01,0,1158,0,0,0,0,10955387,254346924,1209.201,28073.542,10356282,19695638,11728.519,22305.365
1/2/2016 8:30,2.53,79.36,0,0.04,0,15175,0,0,0,0,15708235,493617249,1782.885,56025.559,18823510,36674220,20730.738,40390.109
1/2/2016 8:45,2.63,89.49,0,0.15,0,56974,0,0,0,0,16330822,556610168,1835.176,62549.066,19060258,37211164,21201.621,41391.73
1/2/2016 9:00,3.16,93.69,0,0.07,0,31974,0,0,0,0,19669712,582733276,2217.76,65703.178,23537066,45097384,26094.309,49997.098
1/2/2016 9:15,3.05,93.91,0,0.08,0,36220,0,0,0,0,18944674,584135315,2098.123,64692.986,22781456,43606648,25712.703,49217.438
1/2/2016 9:30,3.16,95.19,0,0.09,0,39062,0,0,0,0,19649187,592111389,2237.551,67426.685,23486140,44601992,25780.615,48959.375
1/2/2016 9:45,3.02,94.58,0,0.1,0,42160,0,0,0,0,18760748,588294495,2096.513,65741.91,22625396,42779268,25308.051,47851.527
1/2/2016 10:00,3.34,95.08,0,0.09,0,41367,0,0,0,0,20750673,591384521,2329.263,66382.909,23883382,45325008,26596.193,50473.281
1/2/2016 10:15,3.18,95.31,0,0.12,0,55509,0,0,0,0,19777540,592810852,2217.557,66468.917,23561926,44953824,26267.477,50115.75
1/2/2016 10:30,2.53,90.84,0,0.18,0,68069,0,0,0,0,15733016,565014771,1771.931,63634.788,18233080,37242816,20236.492,41334.98
1/2/2016 10:45,2.95,88.18,0,0.14,0,57133,0,0,0,0,18364946,548499756,2056.874,61431.972,20774088,39404168,23185.365,43977.867
1/2/2016 11:00,3.07,90.13,0,0.11,0,46640,0,0,0,0,19101833,560583252,2139.405,62785.323,22710676,43522940,25346.736,48574.707
1/2/2016 11:15,2.64,92.37,0,0.56,0,194341,0,0,0,0,16400902,574552734,1863.552,65283.555,18199056,34529628,20020.963,37986.391
1/2/2016 11:30,2.17,94.97,0,0.91,0,267842,0,0,0,0,13485939,590692261,1530.654,67043.574,14909533,29064156,16420.191,32008.984
1/2/2016 11:45,2.83,82.37,0,0.1,0,37580,0,0,0,0,17576674,512354553,1959.799,57127.53,19421144,36909928,21772.582,41378.844
1/2/2016 12:00,2.79,80.99,0,0.05,0,20674,0,0,0,0,17378662,503783630,1978.995,57368.359,20778544,39628324,22808.5,43499.805
1/2/2016 12:15,2.41,65.52,0,0.06,0,17448,0,0,0,0,14963273,407538055,1608.552,43810.341,15666305,29844162,18216.633,34702.516
1/2/2016 12:30,2.52,72.73,0,0.04,0,12373,0,0,0,0,15686075,452373474,1764.684,50892.018,18037678,34105040,20041.865,37894.488
1/2/2016 12:45,2.52,86.58,0,0.16,0,60025,0,0,0,0,15670764,538542175,1772.755,60922.581,18953064,36545152,20942.613,40381.383
1/2/2016 13:00,2.54,67.52,0,0.01,0,2850,0,0,0,0,15768141,419952850,1760.119,46877.237,17131240,32733844,19183.92,36656.039
1/2/2016 13:15,2.32,71.7,0,0.06,0,17023,0,0,0,0,14441983,445948120,1622.918,50113.417,16223768,30493564,18046.461,33919.426
1/2/2016 13:30,2.1,58.09,0,0.01,0,3877,0,0,0,0,13073763,361304688,1457.725,40285.475,13745330,26276172,15409.563,29457.592
1/2/2016 13:45,1.93,82.07,0,0.29,0,79508,0,0,0,0,12021672,510464417,1370.471,58192.941,13244631,27533160,14522.622,30189.869
1/2/2016 14:00,2.38,64.06,0,0.01,0,1850,0,0,0,0,14825968,398476257,1673.481,44978.008,16605509,31888244,18389.268,35313.672
1/2/2016 14:15,1.9,46.01,0,0,0,668,0,0,0,0,11797957,286153503,1372.987,33301.115,12086548,23040258,12982.329,24747.861
1/2/2016 14:30,1.98,62.84,0,0.02,0,5014,0,0,0,0,12303621,390882751,1397.999,44414.054,13624356,27670818,14988.29,30440.943
1/2/2016 14:45,2.28,68.43,0,0.03,0,7906,0,0,0,0,14172823,425604248,1571.412,47188.869,15249322,29885060,17192.02,33692.289
1/2/2016 15:00,1.65,28.68,0,0,0,0,0,0,0,0,10262216,178415817,1159.63,20160.987,7991025,14808869,8839.63,16381.492
1/2/2016 15:15,1.31,24.81,0,0.01,0,1167,0,0,0,0,8168065,154327652,917.886,17342.57,6246301,11869972,6948.055,13203.528
1/2/2016 15:30,1.34,45.78,0,0,0,198,0,0,0,0,8364498,284774872,934.733,31823.593,7416905,15478512,8296.314,17313.771
1/2/2016 15:45,1.25,36.26,0,0.03,0,4500,0,0,0,0,7777539,225524719,886.639,25709.818,7333162,14380604,8040.748,15768.206
1/2/2016 16:00,1.07,17.34,0,0,0,0,0,0,0,0,6631977,107858643,741.952,12066.686,4841717,8932547,5409.74,9980.499
1/2/2016 16:15,0.9,14.14,0,0,0,81,0,0,0,0,5596605,87971931,621.223,9764.884,3595224,6462807,4048.676,7277.936
1/2/2016 16:30,0.91,13.34,0,0,0,0,0,0,0,0,5674088,82974892,651.102,9521.369,3052389,5112773,3325.042,5569.47
1/2/2016 16:45,0.93,29.63,0,0.26,0,23816,0,0,0,0,5775994,184280655,644.023,20547.293,4089378,9203904,4584.504,10318.278
1/2/2016 17:00,0.96,12.3,0,0,0,0,0,0,0,0,6001215,76517899,680.388,8675.216,3951327,6982566,4356.479,7698.529
1/2/2016 17:15,1.2,45.88,0,0.18,0,20680,0,0,0,0,7485960,285348541,830.942,31673.69,5628292,11480337,6338.167,12928.308
1/2/2016 17:30,1.15,20.58,0,0,0,5,0,0,0,0,7153959,128023605,802.138,14354.647,5098697,6897074,5684.166,7689.046
1/2/2016 17:45,1.94,47.95,0,0.01,0,1845,0,0,0,0,12057617,298268829,1365.525,33778.944,11108167,21974520,12260.67,24254.438
1/2/2016 18:00,1.69,28.33,0,0,0,71,0,0,0,0,10512377,176184570,1182.642,19820.763,8246247,15594760,9162.497,17327.512
1/2/2016 18:15,1.5,30.18,0,0.02,0,2365,0,0,0,0,9335256,187694962,1056.051,21232.992,7222482,13566827,7980.643,14990.969
1/2/2016 18:30,1.07,16.32,0,0.01,0,638,0,0,0,0,6675125,101540550,748.448,11385.233,4697497,8240371,5236.897,9186.59
1/2/2016 18:45,0.85,22.86,0,0.41,0,25501,0,0,0,0,5299190,142207001,600.133,16104.944,2657654,6246404,2933.393,6894.486
1/2/2016 19:00,0.8,6.25,0,0,0,0,0,0,0,0,4962774,38880135,562.655,4408.035,2324671,3904170,2563.033,4304.487
1/2/2016 19:15,1.04,38.12,0,0,0,436,0,0,0,0,6477967,237132675,719.864,26351.368,3793017,9910860,4266.611,11148.324
1/2/2016 19:30,1.07,21.95,0,0.04,0,3009,0,0,0,0,6642862,136543304,746.492,15344.053,4256909,7097256,4735.16,7894.612
1/2/2016 19:45,0.99,52.2,0,0.73,0,84706,0,0,0,0,6145313,324675171,691.348,36525.957,3829838,11504052,4255.375,12782.28
1/2/2016 20:00,0.67,1.19,0,0,0,0,0,0,0,0,4161438,7391288,477.525,848.15,1109517,1382380,1208.624,1505.861
1/2/2016 20:15,0.85,12.02,0,0.01,0,456,0,0,0,0,5318098,74791344,588.979,8283.141,2820415,5086215,3183.313,5740.649
1/2/2016 20:30,0.88,56.23,0,0,0,0,0,0,0,0,5493473,349720215,614.582,39124.947,2859179,11094198,3194.614,12395.752
1/2/2016 20:45,0.76,15.24,0,0,0,1,0,0,0,0,4734070,94770386,531.399,10637.976,2014370,4350076,2243.174,4844.183
1/2/2016 21:00,0.92,8.87,0,0,0,0,0,0,0,0,5706654,55141014,649.132,6272.29,3033998,5130155,3334.064,5637.533
1/2/2016 21:15,1.11,17.28,0,0,0,0,0,0,0,0,6931016,107455460,757.214,11739.509,4136523,7703416,4732.864,8813.978
1/2/2016 21:30,1.17,40.09,0,0,0,31,0,0,0,0,7274559,249380295,836.574,28678.734,5685179,12193817,6179.542,13254.148
1/2/2016 21:45,1.82,52.59,0,0.01,0,1324,0,0,0,0,11318164,327096069,1257.731,36348.551,11306141,22293436,12717.819,25076.98
1/2/2016 22:00,1.6,35.32,0,0,0,0,0,0,0,0,9948808,219675766,1119.241,24713.523,9412907,17815208,10458.785,19794.676
1/2/2016 22:15,1.53,33.14,0,0.01,0,1461,0,0,0,0,9487201,206135666,1080.355,23473.699,8740132,16490676,9593.998,18101.73
1/2/2016 22:30,0.95,25.27,0,0,0,0,0,0,0,0,5936077,157163406,666.325,17641.593,3897476,9172121,4340.174,10213.943
1/2/2016 22:45,1.4,27.08,0,0,0,0,0,0,0,0,8704105,168465668,987.916,19120.853,7020696,12467451,7732.044,13730.673
